UID,p0,p1,recipe,p0_valid_actions,p1_valid_actions,p0_total_actions,p1_total_actions,free_ride_index,alternation_rate
2025-08-27_04-10-36,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,6,5,17,15,0.090909,0.700000
2025-08-27_04-34-56,Qwen3-8B,Qwen3-14B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_15-45-58,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,6,5,25,30,0.090909,0.500000
2025-08-26_16-26-51,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,6,16,27,0.714286,0.333333
2025-08-26_17-01-16,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,4,18,16,0.600000,0.500000
2025-08-26_17-22-04,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,4,24,12,0.600000,0.500000
2025-08-26_18-12-30,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,7,4,48,12,0.272727,0.700000
2025-08-26_18-50-33,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,3,4,4,9,0.142857,0.500000
2025-08-26_19-14-08,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-26_19-17-12,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,8,3,32,17,0.454545,0.500000
2025-08-26_19-54-30,Qwen3-8B,Qwen3-14B,sliced_pumpkin_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_19-57-25,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,8,3,17,11,0.454545,0.500000
2025-08-26_20-19-19,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,1,2,79,17,0.333333,1.000000
2025-08-26_21-03-09,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,2,47,21,0.428571,0.500000
2025-08-26_21-38-23,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_21-40-12,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,1,0,7,0,1.000000,0.000000
2025-08-26_21-48-02,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,2,5,16,23,0.428571,0.666667
2025-08-26_22-23-36,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,6,3,22,13,0.333333,0.500000
2025-08-26_23-14-06,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-16-14,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,5,2,11,13,0.428571,0.500000
2025-08-26_23-29-39,Qwen3-8B,Qwen3-14B,sliced_zucchini_and_chickpea_stew,4,2,8,10,0.333333,0.400000
2025-08-26_15-45-56,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,2,13,9,0.333333,1.000000
2025-08-26_16-02-31,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,1,1,3,0.000000,1.000000
2025-08-26_16-05-46,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,6,7,11,0.714286,0.333333
2025-08-26_16-27-35,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,1,3,11,6,0.500000,0.666667
2025-08-26_16-37-55,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,5,2,23,10,0.428571,0.500000
2025-08-26_16-55-47,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,6,3,27,30,0.333333,0.375000
2025-08-26_17-38-33,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,2,6,8,11,0.500000,0.571429
2025-08-26_17-50-52,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,4,5,48,18,0.111111,0.625000
2025-08-26_18-32-56,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,2,1,3,1.000000,0.000000
2025-08-26_18-36-58,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_corn_stew,0,4,3,6,1.000000,0.000000
2025-08-26_18-45-09,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,7,4,14,15,0.272727,0.400000
2025-08-26_19-31-26,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,3,2,14,8,0.200000,0.750000
2025-08-26_19-51-54,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,3,4,7,8,0.142857,0.500000
2025-08-26_20-54-47,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,7,4,17,8,0.272727,0.800000
2025-08-26_21-26-46,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,6,2,27,12,0.500000,0.571429
2025-08-26_22-19-54,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,0,2,3,5,1.000000,0.000000
2025-08-26_22-29-34,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,5,2,32,20,0.428571,0.500000
2025-08-26_22-58-13,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,4,1,71,12,0.600000,0.500000
2025-08-26_23-52-58,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,3,6,35,16,0.333333,0.375000
2025-08-27_00-47-34,Qwen3-8B,Qwen3-14B,sliced_bell_pepper_and_lentil_stew,2,3,8,6,0.200000,0.500000
2025-08-26_15-45-58,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,1,7,3,0.000000,1.000000
2025-08-26_16-35-23,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_16-36-42,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,0,1,1.000000,0.000000
2025-08-26_17-41-55,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,2,1,10,9,0.333333,0.500000
2025-08-26_18-31-23,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,3,14,8,1.000000,0.000000
2025-08-26_19-15-24,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,2,2,2,1.000000,0.000000
2025-08-26_19-19-41,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_19-20-49,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,1,50,5,0.000000,1.000000
2025-08-26_19-45-59,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,0,1,24,2,1.000000,0.000000
2025-08-26_20-35-43,Qwen3-8B,Qwen3-1.7B,sliced_eggplant_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_20-37-18,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,2,1,10,5,0.333333,0.500000
2025-08-26_21-28-37,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,3,6,0.000000,1.000000
2025-08-26_21-32-22,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,95,5,0.000000,1.000000
2025-08-26_21-38-11,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,2,2,16,7,0.000000,0.666667
2025-08-26_22-12-21,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,2,5,4,0.333333,1.000000
2025-08-26_22-18-42,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,3,3,0.000000,1.000000
2025-08-26_22-58-55,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,3,3,0.000000,1.000000
2025-08-26_23-01-13,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-02-07,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-03-17,Qwen3-8B,Qwen3-1.7B,sliced_pumpkin_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_23-29-11,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_23-40-23,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,84,7,0.000000,1.000000
2025-08-26_23-47-11,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,87,5,0.000000,1.000000
2025-08-27_00-27-44,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,12,5,0.000000,1.000000
2025-08-27_01-02-31,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-27_01-03-48,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,7,2,16,14,0.555556,0.375000
2025-08-27_01-44-16,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,1,51,5,0.000000,1.000000
2025-08-27_02-31-37,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,1,2,9,54,0.333333,1.000000
2025-08-27_03-08-18,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,0,2,43,4,1.000000,0.000000
2025-08-27_03-43-20,Qwen3-8B,Qwen3-1.7B,sliced_zucchini_and_chickpea_stew,3,1,16,35,0.500000,0.333333
2025-08-26_15-48-05,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,4,4,15,10,0.000000,0.571429
2025-08-26_16-14-37,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,2,1,4,6,0.333333,0.500000
2025-08-26_16-21-31,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,2,1,7,6,0.333333,0.500000
2025-08-26_16-48-58,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,3,16,8,0.500000,0.666667
2025-08-26_17-35-29,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,1,0,3,1.000000,0.000000
2025-08-26_18-33-55,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,1,3,0.000000,1.000000
2025-08-26_18-41-41,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,2,2,6,6,0.000000,1.000000
2025-08-26_19-18-49,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,0,1,0,1,1.000000,0.000000
2025-08-26_20-24-14,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,1,2,4,0.000000,1.000000
2025-08-26_21-15-32,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_corn_stew,1,2,4,3,0.333333,0.500000
2025-08-26_22-11-40,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,1,1,3,3,0.000000,1.000000
2025-08-26_22-39-19,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_22-40-24,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,1,1,16,6,0.000000,1.000000
2025-08-26_23-21-26,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,1,41,3,1.000000,0.000000
2025-08-26_23-30-46,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,3,1,22,12,0.500000,0.333333
2025-08-27_00-07-27,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,0,2,2,2,1.000000,0.000000
2025-08-27_00-09-37,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,2,2,14,5,0.000000,0.666667
2025-08-27_01-05-20,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,1,1,3,4,0.000000,1.000000
2025-08-27_01-50-19,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,2,1,45,13,0.333333,0.500000
2025-08-27_02-19-41,Qwen3-8B,Qwen3-1.7B,sliced_bell_pepper_and_lentil_stew,2,1,4,7,0.333333,0.500000
2025-08-26_21-44-32,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,4,5,12,16,0.111111,0.625000
2025-08-26_22-15-47,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,2,26,7,0.333333,1.000000
2025-08-26_22-44-18,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,2,7,19,12,0.555556,0.500000
2025-08-26_23-16-42,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,0,7,0,1.000000,0.000000
2025-08-26_23-24-34,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,2,5,5,12,0.428571,0.333333
2025-08-27_00-13-28,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,6,16,24,0.714286,0.166667
2025-08-27_00-54-23,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,5,5,30,11,0.000000,0.777778
2025-08-27_01-18-31,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,1,2,46,10,0.333333,1.000000
2025-08-27_01-56-51,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,3,2,8,3,0.200000,0.750000
2025-08-27_02-09-22,Qwen3-8B,Qwen3-32B,sliced_eggplant_and_chickpea_stew,0,2,1,3,1.000000,0.000000
2025-08-27_02-43-45,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,1,3,22,20,0.500000,0.666667
2025-08-27_03-14-50,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,7,39,26,0.555556,0.375000
2025-08-27_03-58-38,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,4,3,14,19,0.142857,0.500000
2025-08-27_04-46-52,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,2,14,10,0.428571,0.500000
2025-08-27_05-00-46,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,2,15,9,0.428571,0.500000
2025-08-27_05-28-21,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,5,7,10,0.000000,0.555556
2025-08-27_05-47-19,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,3,4,23,18,0.142857,0.333333
2025-08-27_06-39-19,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,2,6,10,75,0.500000,0.428571
2025-08-27_07-00-17,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,5,2,15,6,0.428571,0.500000
2025-08-27_07-28-32,Qwen3-8B,Qwen3-32B,sliced_pumpkin_and_chickpea_stew,3,4,10,13,0.142857,0.833333
2025-08-26_15-45-58,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,2,5,3,0.333333,1.000000
2025-08-26_16-04-05,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,3,6,10,0.200000,0.250000
2025-08-26_16-48-57,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,3,4,27,11,0.142857,0.666667
2025-08-26_17-33-27,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,4,7,14,0.600000,0.500000
2025-08-26_17-46-34,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,4,31,21,0.333333,0.600000
2025-08-26_18-35-56,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,2,17,8,0.333333,1.000000
2025-08-26_19-10-58,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,1,4,17,8,0.600000,0.500000
2025-08-26_19-23-58,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,6,4,15,9,0.200000,0.555556
2025-08-26_19-52-13,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_19-58-23,Qwen3-8B,Qwen3-32B,sliced_zucchini_and_chickpea_stew,2,1,20,4,0.333333,1.000000
2025-08-26_23-36-36,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,2,21,7,0.428571,0.500000
2025-08-27_00-03-24,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,7,2,49,17,0.555556,0.375000
2025-08-27_00-58-02,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,5,6,9,16,0.090909,0.500000
2025-08-27_01-16-07,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,4,6,8,11,0.200000,0.555556
2025-08-27_01-41-50,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,1,2,7,5,0.333333,1.000000
2025-08-27_01-52-22,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,2,5,12,24,0.428571,0.666667
2025-08-27_02-22-05,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,4,7,29,26,0.272727,0.700000
2025-08-27_03-07-01,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,4,1,22,4,0.600000,0.250000
2025-08-27_03-35-12,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,1,6,12,16,0.714286,0.333333
2025-08-27_04-11-35,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_corn_stew,2,4,26,30,0.333333,0.600000
2025-08-26_16-00-22,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,7,4,13,7,0.272727,0.400000
2025-08-26_16-22-51,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,4,3,53,15,0.142857,0.500000
2025-08-26_17-16-44,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-19-47,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,3,6,15,14,0.333333,0.750000
2025-08-26_17-57-56,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,2,3,6,10,0.200000,0.750000
2025-08-26_18-14-08,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,6,3,49,7,0.333333,0.250000
2025-08-26_19-31-42,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,3,6,19,24,0.333333,0.625000
2025-08-26_20-31-03,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,5,4,24,22,0.111111,0.750000
2025-08-26_21-26-38,Qwen3-8B,Qwen3-32B,sliced_bell_pepper_and_lentil_stew,2,5,9,9,0.428571,0.166667
2025-08-26_22-47-56,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,2,2,10,1.000000,0.000000
2025-08-26_22-54-05,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,3,30,8,0.000000,0.800000
2025-08-26_23-08-05,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,1,2,58,26,0.333333,1.000000
2025-08-26_23-41-50,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_23-43-56,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,7,33,21,0.400000,0.555556
2025-08-27_00-10-44,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,3,5,20,33,0.250000,0.714286
2025-08-27_00-46-46,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,7,2,55,17,0.555556,0.375000
2025-08-27_01-13-05,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,5,3,27,40,0.250000,0.428571
2025-08-27_01-47-49,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,6,3,32,52,0.333333,0.500000
2025-08-27_02-20-53,Qwen3-8B,Qwen3-8B,sliced_eggplant_and_chickpea_stew,1,0,7,0,1.000000,0.000000
2025-08-26_15-45-58,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,3,2,77,14,0.200000,0.750000
2025-08-26_16-24-30,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,1,3,3,28,0.500000,0.666667
2025-08-26_16-34-34,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,3,3,42,30,0.000000,0.800000
2025-08-26_17-10-22,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,2,3,8,11,0.200000,0.750000
2025-08-26_17-22-28,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,4,5,31,10,0.111111,0.750000
2025-08-26_17-39-13,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,0,0,0,0,0.000000,0.000000
2025-08-26_17-39-58,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,2,5,7,18,0.428571,0.500000
2025-08-26_17-54-00,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,1,2,26,80,0.333333,1.000000
2025-08-26_18-20-07,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,4,4,19,33,0.000000,0.857143
2025-08-26_18-46-36,Qwen3-8B,Qwen3-8B,sliced_pumpkin_and_chickpea_stew,4,3,12,8,0.142857,0.500000
2025-08-26_18-59-51,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,3,5,38,14,0.250000,0.571429
2025-08-26_19-37-43,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,2,3,11,52,0.200000,0.500000
2025-08-26_20-14-55,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,4,1,12,14,0.600000,0.250000
2025-08-26_20-28-04,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,0,7,0,1.000000,0.000000
2025-08-26_20-34-00,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,1,1,1,1,0.000000,1.000000
2025-08-26_20-37-41,Qwen3-8B,Qwen3-8B,sliced_zucchini_and_chickpea_stew,5,2,35,12,0.428571,0.500000

